名称	道具种类	具体类别	动画文件名	对应物件索引	宽度	高度	说明文字	详细类别
驿站信函	4	265	\spr\item\questkey\taskobj075.spr	41	1	1	从成都送住大理的信函	0
驿站信函	4	266	\spr\item\questkey\taskobj075.spr	41	1	1	从成都送住汴京的信函	0
驿站信函	4	267	\spr\item\questkey\taskobj075.spr	41	1	1	从成都送住襄阳的信函	0
驿站信函	4	268	\spr\item\questkey\taskobj075.spr	41	1	1	从成都送住扬州的信函	0
无用的信函	4	269	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	270	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	271	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	272	\spr\item\questkey\taskobj075.spr	41	1	1	从大理送住临安的信函	0
驿站信函	4	273	\spr\item\questkey\taskobj075.spr	41	1	1	从大理送住凤翔的信函	0
驿站信函	4	274	\spr\item\questkey\taskobj075.spr	41	1	1	从大理送往成都的信函	0
无用的信函	4	275	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	276	\spr\item\questkey\taskobj075.spr	41	1	1	从大理送住汴京的信函	0
驿站信函	4	277	\spr\item\questkey\taskobj075.spr	41	1	1	从大理送住襄阳的信函	0
驿站信函	4	278	\spr\item\questkey\taskobj075.spr	41	1	1	从大理送住扬州的信函	0
无用的信函	4	279	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	280	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	281	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	282	\spr\item\questkey\taskobj075.spr	41	1	1	从汴京送住临安的信函	0
驿站信函	4	283	\spr\item\questkey\taskobj075.spr	41	1	1	从汴京送住凤翔的信函	0
驿站信函	4	284	\spr\item\questkey\taskobj075.spr	41	1	1	从汴京送往成都的信函	0
驿站信函	4	285	\spr\item\questkey\taskobj075.spr	41	1	1	从汴京送住大理的信函	0
无用的信函	4	286	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	287	\spr\item\questkey\taskobj075.spr	41	1	1	从汴京送住襄阳的信函	0
驿站信函	4	288	\spr\item\questkey\taskobj075.spr	41	1	1	从汴京送住扬州的信函	0
无用的信函	4	289	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	290	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	291	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	292	\spr\item\questkey\taskobj075.spr	41	1	1	从襄阳送住临安的信函	0
驿站信函	4	293	\spr\item\questkey\taskobj075.spr	41	1	1	从襄阳送住凤翔的信函	0
驿站信函	4	294	\spr\item\questkey\taskobj075.spr	41	1	1	从襄阳送往成都的信函	0
驿站信函	4	295	\spr\item\questkey\taskobj075.spr	41	1	1	从襄阳送住大理的信函	0
驿站信函	4	296	\spr\item\questkey\taskobj075.spr	41	1	1	从襄阳送住汴京的信函	0
无用的信函	4	297	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	298	\spr\item\questkey\taskobj075.spr	41	1	1	从襄阳送住扬州的信函	0
无用的信函	4	299	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	300	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	301	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
驿站信函	4	302	\spr\item\questkey\taskobj075.spr	41	1	1	从扬州送住临安的信函	0
驿站信函	4	303	\spr\item\questkey\taskobj075.spr	41	1	1	从扬州送住凤翔的信函	0
驿站信函	4	304	\spr\item\questkey\taskobj075.spr	41	1	1	从扬州送往成都的信函	0
驿站信函	4	305	\spr\item\questkey\taskobj075.spr	41	1	1	从扬州送住大理的信函	0
驿站信函	4	306	\spr\item\questkey\taskobj075.spr	41	1	1	从扬州送住汴京的信函	0
驿站信函	4	307	\spr\item\questkey\taskobj075.spr	41	1	1	从扬州送住襄阳的信函	0
无用的信函	4	308	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	309	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	310	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	311	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	312	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	313	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	314	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	315	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	316	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	317	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	318	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	319	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	320	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	321	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	322	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	323	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	324	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	325	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	326	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	327	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	328	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	329	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	330	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	331	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	332	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	333	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	334	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	335	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	336	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	337	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	338	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	339	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	340	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
无用的信函	4	341	\spr\item\questkey\taskobj075.spr	41	1	1	无用的信函	0
银元宝	4	342	\spr\item\questkey\obj_item_cards.spr	339	1	1	大块白银元宝，相当于10元点卡一张。	1
金元宝	4	343	\spr\item\questkey\obj_item_cardg.spr	340	1	1	大块黄金元宝，相当于35元点卡一张。	1
合欢包	4	344	\spr\item\questkey\obj_item_hehuan.spr	348	1	1	合欢包	1
鸳鸯帕	4	345	\spr\item\questkey\obj_item_yuanyang.spr	349	1	1	鸳鸯帕	1
情意结	4	346	\spr\item\questkey\obj_item_qingyi.spr	350	1	1	情意结	1
血红英雄令	4	347	\spr\item\questkey\obj_item_herokey1.spr	352	1	1	江湖英雄令，得此令者可参加英雄大会。	1
叶绿英雄令	4	348	\spr\item\questkey\obj_item_herokey2.spr	352	1	1	江湖英雄令，得此令者可参加英雄大会。	1
猩红英雄令	4	349	\spr\item\questkey\obj_item_herokey3.spr	352	1	1	江湖英雄令，得此令者可参加英雄大会。	1
暗黄英雄令	4	350	\spr\item\questkey\obj_item_herokey4.spr	352	1	1	江湖英雄令，得此令者可参加英雄大会。	1
山河社稷图碎片	4	351	\spr\item\questkey\obj_item_shanhe.spr	351	1	1	得此全图者三年内文才武功无一不是天下第一。	1
机关钥匙	4	352	\spr\item\questkey\taskobj092.spr	41	1	1	古阳洞中用来调整黑牢机关的钥匙。	0
猩红宝石	4	353	\spr\item\obj_item_red.spr	333	1	1	色泽血腥暗放光芒，习武之人可借此宝改造经脉。	1
成都守城通行令牌	4	354	\spr\item\questkey\taskobj126.spr	41	1	1	参加成都攻城战的通行令牌。	1
成都攻城通行令牌	4	355	\spr\item\questkey\taskobj126.spr	41	1	1	参加成都攻城战的通行令牌。	1
襄阳守城通行令牌	4	356	\spr\item\questkey\taskobj126.spr	41	1	1	参加襄阳攻城战的通行令牌。	1
襄阳攻城通行令牌	4	357	\spr\item\questkey\taskobj126.spr	41	1	1	参加襄阳攻城战的通行令牌。	1
汴京守城通行令牌	4	358	\spr\item\questkey\taskobj126.spr	41	1	1	参加汴京攻城战的通行令牌。	1
汴京攻城通行令牌	4	359	\spr\item\questkey\taskobj126.spr	41	1	1	参加汴京攻城战的通行令牌。	1
临安守城通行令牌	4	360	\spr\item\questkey\taskobj126.spr	41	1	1	参加临安攻城战的通行令牌。	1
临安攻城通行令牌	4	361	\spr\item\questkey\taskobj126.spr	41	1	1	参加临安攻城战的通行令牌。	1
凤翔守城通行令牌	4	362	\spr\item\questkey\taskobj126.spr	41	1	1	参加凤翔攻城战的通行令牌。	1
凤翔攻城通行令牌	4	363	\spr\item\questkey\taskobj126.spr	41	1	1	参加凤翔攻城战的通行令牌。	1
扬州守城通行令牌	4	364	\spr\item\questkey\taskobj126.spr	41	1	1	参加扬州攻城战的通行令牌。	1
扬州攻城通行令牌	4	365	\spr\item\questkey\taskobj126.spr	41	1	1	参加扬州攻城战的通行令牌。	1
大理守城通行令牌	4	366	\spr\item\questkey\taskobj126.spr	41	1	1	参加大理攻城战的通行令牌。	1
大理攻城通行令牌	4	367	\spr\item\questkey\taskobj126.spr	41	1	1	参加大理攻城战的通行令牌。	1
攻城擂台赛通行令牌	4	368	\spr\item\questkey\taskobj126.spr	41	1	1	参加攻城战擂台赛的通行令牌。	1
捕获的大雕	4	369	\spr\item\questkey\001.spr	41	1	1	一只已经被捕获驯服的大雕	0
闪电之牙	4	370	\spr\item\questkey\002.spr	41	1	1	一颗闪闪发光，锐利无比的野兽牙齿。	0
丹泽之水	4	371	\spr\item\questkey\003.spr	41	1	1	一只装了大半瓶水的琉璃瓶子	0
白云之翼	4	372	\spr\item\questkey\005.spr	41	1	1	一片洁白柔软的羽毛翅膀。	0
剪刀	4	373	\spr\item\questkey\004.spr	41	1	1	一把锋利粗重的裁缝剪。	0
公主府通行令箭	4	374	\spr\item\questkey\006.spr	41	1	1	一枚金色令箭，上刻一令字。	0
血勇丸	4	375	\spr\item\questkey\007.spr	41	1	1	一棵朱红色药丸。	0
丝巾	4	376	\spr\item\questkey\008.spr	41	1	1	"一条粉红色丝巾,绣有一个“何”字"	0
唐门绝学秘笈	4	377	\spr\item\questkey\009.spr	41	1	1	唐门绝学秘笈，可惜你看了半天也看不懂	0
秘笈奔流一握	4	378	\spr\item\questkey\010.spr	41	1	1	一本银白封面的线装书	0
唐不染书信	4	379	\spr\item\questkey\taskobj091.spr	41	1	1	唐不染写给白公子的书信	0
白公子回信	4	380	\spr\item\questkey\taskobj091.spr	41	1	1	白公子给唐不染的回信	0
雷钥匙	4	381	\spr\item\questkey\taskobj092-2.spr	41	1	1	雷部狂狼携带的钥匙	0
云钥匙	4	382	\spr\item\questkey\taskobj092-4.spr	41	1	1	云部山鹰携带的钥匙	0
完颜亮手谕	4	383	\spr\item\questkey\taskobj075.spr	41	1	1	"白姑娘迷惑徐中原之计甚好,现武当内部已现不和.<enter>望多加努力,最好掌握把柄令其谋师害父,乱武当于内部<enter>　　　　大金国主完颜亮。"	0
洛九天的介绍书函	4	384	\spr\item\questkey\taskobj075.spr	41	1	1	洛九天为你写的介绍书函	0
云不邪书信	4	385	\spr\item\questkey\taskobj090.spr	41	1	1	云不邪让你带给唐野的书信	0
唐野书信	4	386	\spr\item\questkey\taskobj090.spr	41	1	1	唐野让你带回给云不邪的书信	0
阴阳笑解药	4	387	\spr\item\questkey\taskobj144.spr	41	1	1	从云不邪手中夺取的阴阳笑解药	0
无字天书	4	388	\spr\item\questkey\taskobj119.spr	41	1	1	据传为峨嵋创派师祖所留之绝世武学，但你打开它来看到的却是一本无字天书	0
娥眉令箭	4	389	\spr\item\questkey\006.spr	41	1	1	峨嵋掌门之令，可凭它调动指挥峨嵋门下听令	0
界无邪的书信	4	390	\spr\item\questkey\taskobj091.spr	41	1	1	界无邪请你带给丐帮罗长老的书信	0
段思成书信	4	391	\spr\item\questkey\taskobj091.spr	41	1	1	段思成写给郦秋水的书信	0
少林僧众令	4	392	\spr\item\questkey\006.spr	41	1	1	少林寺用于号令召集僧众弟子的令牌	0
书信	4	393	\spr\item\questkey\taskobj091.spr	41	1	1	一封书信	0
发霉的红枣	4	394	\spr\item\questkey\taskobj394.spr	360	1	1	常见的红枣，可以用来做粽子，但很可惜已经发霉了。	1
发霉的板栗	4	395	\spr\item\questkey\taskobj395.spr	361	1	1	常见的栗子，可以用来做粽子，但很可惜已经发霉了。	1
发霉的粽叶	4	396	\spr\item\questkey\taskobj396.spr	362	1	1	沸水煮过的芦苇叶，可以用来做粽子，但可惜已经发霉了。	1
发霉的稻米	4	397	\spr\item\questkey\taskobj397.spr	363	1	1	常见的稻米，可以用来做粽子，但很可惜已经发霉了。	1
发霉的猪肉	4	398	\spr\item\questkey\taskobj398.spr	364	1	1	普通猪肉，可以用来做粽子，但很可惜已经发霉了。	1
发霉的牛肉	4	399	\spr\item\questkey\taskobj399.spr	365	1	1	普通牛肉，可以用来做粽子，但很可惜已经发霉了。	1
互字碎片	4	400	\spr\item\questkey\hu.spr	41	1	1	一个破碎的纸片，上面写着一个大大的“互”字	1
联字碎片	4	401	\spr\item\questkey\lian.spr	41	1	1	一个破碎的纸片，上面写着一个大大的“联”字	1
星字碎片	4	402	\spr\item\questkey\xing.spr	41	1	1	一个破碎的纸片，上面写着一个大大的“星”字	1
空字碎片	4	403	\spr\item\questkey\kong.spr	41	1	1	一个破碎的纸片，上面写着一个大大的“空”字	1
屈原秘方	4	404	\spr\item\questkey\quyuanmifang.spr	368	1	1	湖州苏氏的秘方，上面记载了制作什锦类粽子的不传之秘	1
幸运糯米	4	405	\spr\item\questkey\taskobj397.spr	363	1	1	幸运糯米，做幸运粽子专用	1
陵王枪锻造残篇	4	406	\spr\item\questkey\taskobj119.spr	341	1	1	残缺的天下第一枪陵王枪的锻造密谱，<enter>可以用来提升枪类武器的等级。	1
玄武锤之铸造术	4	407	\spr\item\questkey\taskobj119.spr	341	1	1	武林八大锤之一的玄武锤的铸造术，<enter>可以用来提升锤类武器的等级。	1
龙吟剑锻造图	4	408	\spr\item\questkey\taskobj119.spr	341	1	1	龙吟九天剑客留下的秘剑制造图，<enter>可以用来提升剑类武器的等级。	1
诸葛机括密要	4	409	\spr\item\questkey\taskobj119.spr	341	1	1	诸葛武侯传下的关于诸葛弩的机括心得，<enter>可以用来提升弩箭类暗器的等级。	1
柳叶碎风刀·萃取篇	4	410	\spr\item\questkey\taskobj119.spr	341	1	1	飞刀之王柳叶碎风刀的萃取术记载，<enter>可以用来提升飞刀类暗器的等级。	1
玄月刀紫荆宝录	4	411	\spr\item\questkey\taskobj119.spr	341	1	1	唐朝锻造名师玄月子的紫荆刀铸术，<enter>可以用来提升刀类武器的等级。	1
天机棍图谱	4	412	\spr\item\questkey\taskobj119.spr	341	1	1	天机门世代相传的铸棍秘图，<enter>可以用来提升棍类武器的等级。	1
暗器总谱·卷一	4	413	\spr\item\questkey\taskobj119.spr	341	1	1	唐门暗器制造术第一卷，描述了飞镖制造的方法，<enter>可以用来提升飞镖类暗器的等级。	1
鸳鸯刀·开光篇	4	414	\spr\item\questkey\taskobj119.spr	341	1	1	武林至宝鸳鸯刀上铭刻的双刀开光法，<enter>可以用来提升双刀类武器的等级。	1
冰蚕无极丝	4	415	\spr\item\questkey\bingcanwujisi.spr	371	1	1	天山冰蚕吐的丝，产量稀少。<enter>是提升衣服帽子等级的秘宝。	1
南明之精	4	416	\spr\item\questkey\nanmingzhijing.spr	372	1	1	小块的红色陨星，非常罕见。<enter>是降低衣服帽子等级的秘宝。	1
铜钱	4	417	\spr\item\tongqian.spr	373	1	1	一些铜钱，可以购买某些特殊物品。	1
“月”字	4	418	\spr\item\questkey\zq_icon_005.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“月”字。	1
“明”字	4	419	\spr\item\questkey\zq_icon_006.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“明”字。	1
“秋”字	4	420	\spr\item\questkey\zq_icon_007.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“秋”字。	1
“歌”字	4	421	\spr\item\questkey\zq_icon_008.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“歌”字。	1
“影”字	4	422	\spr\item\questkey\zq_icon_009.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“影”字。	1
“举”字	4	423	\spr\item\questkey\zq_icon_010.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“举”字。	1
“望”字	4	424	\spr\item\questkey\zq_icon_011.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“望”字。	1
“愿”字	4	425	\spr\item\questkey\zq_icon_012.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“愿”字。	1
“酒”字	4	426	\spr\item\questkey\zq_icon_013.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“酒”字。	1
“时”字	4	427	\spr\item\questkey\zq_icon_014.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“时”字。	1
“彩”字	4	428	\spr\item\questkey\zq_icon_015.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“彩”字。	1
“舞”字	4	429	\spr\item\questkey\zq_icon_016.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“舞”字。	1
“在”字	4	430	\spr\item\questkey\zq_icon_017.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“在”字。	1
“人”字	4	431	\spr\item\questkey\zq_icon_018.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“人”字。	1
“思”字	4	432	\spr\item\questkey\zq_icon_019.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“思”字。	1
“娟”字	4	433	\spr\item\questkey\zq_icon_020.spr	378	1	1	散落在各处的诗词碎片，上面写着一个“娟”字。	1
G卡（金）	4	434	\spr\item\questkey\Gj.spr	378	1	1	〖金属性的G卡〗	1
G卡（木）	4	435	\spr\item\questkey\Gm.spr	378	1	1	〖木属性的G卡〗	1
G卡（水）	4	436	\spr\item\questkey\Gs.spr	378	1	1	〖水属性的G卡〗	1
G卡（火）	4	437	\spr\item\questkey\Gh.spr	378	1	1	〖火属性的G卡〗	1
G卡（土）	4	438	\spr\item\questkey\Gt.spr	378	1	1	〖土属性的G卡〗	1
F卡（金）	4	439	\spr\item\questkey\Fj.spr	378	1	1	〖金属性的F卡〗	1
F卡（木）	4	440	\spr\item\questkey\Fm.spr	378	1	1	〖木属性的F卡〗	1
F卡（水）	4	441	\spr\item\questkey\Fs.spr	378	1	1	〖水属性的F卡〗	1
F卡（火）	4	442	\spr\item\questkey\Fh.spr	378	1	1	〖火属性的F卡〗	1
F卡（土）	4	443	\spr\item\questkey\Ft.spr	378	1	1	〖土属性的F卡〗	1
小gf卡（金）	4	444	\spr\item\questkey\gf-j.spr	378	1	1	〖金属性的小gf卡〗	1
小gf卡（木）	4	445	\spr\item\questkey\gf-m.spr	378	1	1	〖木属性的小gf卡〗	1
小gf卡（水）	4	446	\spr\item\questkey\gf-s.spr	378	1	1	〖水属性的小gf卡〗	1
小gf卡（火）	4	447	\spr\item\questkey\gf-h.spr	378	1	1	〖火属性的小gf卡〗	1
小gf卡（土）	4	448	\spr\item\questkey\gf-t.spr	378	1	1	〖土属性的小gf卡〗	1
大GF卡（金）	4	449	\spr\item\questkey\GFj.spr	378	1	1	〖金属性的大GF卡〗	1
大GF卡（木）	4	450	\spr\item\questkey\GFm.spr	378	1	1	〖木属性的大GF卡〗	1
大GF卡（水）	4	451	\spr\item\questkey\GFs.spr	378	1	1	〖水属性的大GF卡〗	1
大GF卡（火）	4	452	\spr\item\questkey\GFh.spr	378	1	1	〖火属性的大GF卡〗	1
大GF卡（土）	4	453	\spr\item\questkey\GFt.spr	378	1	1	〖土属性的大GF卡〗	1
白猪肉	4	454	\spr\item\questkey\taskobj106.spr	364	1	1	一块白猪身上掉下来的白猪肉。	0
龙五给莫愁的信	4	455	\spr\item\questkey\taskobj090.spr	38	1	1	五爷交给莫愁的引荐书信	0
