名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
