name	ItemGenre	DetailType	ParticularType	Animation file name	Corresponding object index	width	high	instructions	Five elements attributes	price	grade	Whether to stack	Basic attribute 1 type	Basic attribute 1 minimum value	Basic attribute 1 maximum value	Basic attribute 2 type	Basic attribute 2 minimum value	Basic attribute 2 maximum value	Basic attribute 3 types	Basic attribute 3 minimum value	Basic attribute 3 maximum value	Basic attribute 4 types	Basic attribute 4 minimum value	Basic attribute 4 maximum value	Basic attribute 5 types	Minimum value of basic attribute 5	Basic attribute 5 maximum value	Basic attribute 6 types	Basic attribute 6 minimum value	Basic attribute 6 maximum value	Basic attribute 7 types	Minimum value of basic attribute 7	Basic attribute 7 maximum value	Requirement attribute 1 type	Requirement attribute 1 value	Requirement attribute 2 type	Requirement attribute 2 value	Requirement attribute 3 types	Requirement attribute 3 value	Requirement attribute 4 type	Requirement attribute 4 value	Requirement attribute 5 types	Requirement attribute 5 value	Requirement attribute 6 types	Requirement attribute 6 value	Magic attribute index 1	Magic attribute index 2	Magic attribute index 3	Magic attribute index 4	Magic attribute index 5	Magic attribute index 6	In the suit	expansion set	Expansion package serial number	Expansion set hidden attributes 1	Expansion set hidden attributes 2	Number of smeltable properties	Meltable steel quality	Basic armor value	Whether equipment can be upgraded to stars	Number of star stones that can be embedded	Equipment breaks through the blessing value	×(17)éÎ»ÖÃÊýÁ¿	Show icon ID
§Þch Kh¸i TriÒn M·ng yªu ®¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	10	0	30	160	160	31	80	80																36	95	32	135	39	6							2	309	243	312	6	343	20	17	3			2	7						
§Þch Kh¸i CÈu TÝch B× Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	10	0	30	140	140	31	80	80																36	85	32	110	39	6							2	423	244	312	6	420	20	17	4			2	7						
§Þch Kh¸i Th¶o Gian Th¹ch giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	10	0																						36	80	39	6									129	130					20	17	5			2	7						
Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ Hoµng Kim	2	99999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	7					46	69	51	73	43	165	21	18	1			2	7						
Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ Hoµng Kim	0	99999	10	0	30	720	720	31	90	90																36	90	32	210	39	7							4	306	423	419	421	247	21	18	2			2	7						
Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	10	0	30	160	160	31	80	80																36	85	32	135	39	7							418	309	417	312	6	344	21	18	3			2	7						
Ma S¸t Cö Háa Liªu Thiªn uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	2	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							719	307	769	420	246	248	21	18	4			2	7						
Ma S¸t V©n Long Thæ Ch©u giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	10	0																						36	80	39	7									129	130					21	18	5			2	7						
Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	0	99999	10	0	30	315	315	31	85	85																36	90	32	110	39	7							2	346	257	312	6	166	22					2	7						
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	4	99999	10	0	31	60	60																			36	95	39	7									1	60	62	95	87	107	22					2	7						
Ma Hoµng Khª Cèc Thóc yªu ®¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	Trang bÞ Hoµng Kim	3	99999	10	0	30	140	140	31	80	80																36	85	32	110	39	7							2	309	254	312	6	420	22					2	7						
Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	1	99999	10	0	30	111	111	31	80	80																36	80	32	90	39	7							129	130					22					2	7						
Ma Hoµng §¨ng §¹p Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	4	99999	10	0	31	80	80																			36	120	39	7									2	312	718	420	255	256	22					2	7						
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	3	99999	10	0	30	315	315	31	85	85																36	85	32	110	39	7							2	345	423	307	6	250	23	19	1			2	7						
Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	88	769	420	150	423	23	19	2			2	7						
Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	10	0																						36	80	39	7									129	130					23	19	3			2	7						
Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ Hoµng Kim	0	99999	10	0																						36	90	39	7									2	309	252	311	6	420	23	19	4			2	7						
Ma ThÞ s¬n  H¶i Phi Hång Lý 	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	99999	10	0	30	140	140	31	80	80																36	99	32	110	39	7							2	320	253	312	6	251	23	19	5			2	7						
L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Trang bÞ Hoµng Kim	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	90	32	80	39	8							2	152	6	311	423	167	24	20	1			2	7						
L¨ng Nh¹c V« Ng· ®¹o bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Trang bÞ Hoµng Kim	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							763	307	718	420	263	152	24	20	2			2	7						
L¨ng Nh¹c Né L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	10	0																						36	85	39	8									2	309	265	313	6	417	24	20	3			2	7						
L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ Hoµng Kim	2	99999	10	0																						36	99	39	8									2	347	266	313	8	264	24	20	4			2	7						
L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ Hoµng Kim	0	99999	10	0																						36	80	39	8									129	130					24	20	5			2	7						
CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Trang bÞ Hoµng Kim	2	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	99	32	135	39	8							46	69	51	73	43	167	25	21	1			2	7						
CËp Phong Tam Thanh Phï 	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	0	99999	10	0	31	60	60																			36	95	39	8									2	84	62	95	89	107	25	21	2			2	7						
CËp Phong HuyÒn Ti Tam §o¹n cÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ Hoµng Kim	4	99999	10	0	30	140	140	31	80	80																36	85	32	110	39	8							2	309	259	307	421	425	25	21	3			2	7						
CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ Hoµng Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							770	307	718	420	348	287	25	21	4			2	7						
CËp Phong Thanh Tïng Ph¸p giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	10	0																						36	80	39	8									129	130					25	21	5			2	7						
S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ Hoµng Kim	2	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							113	69	46	73	43	168	26	22	1			2	7						
S­¬ng Tinh Ng¹o S­¬ng ®¹o bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Trang bÞ Hoµng Kim	3	99999	10	0	31	60	60																			36	120	39	9									759	311	718	309	267	279	26	22	2			2	7						
S­¬ng Tinh Thanh Phong Lò ®¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	10	0	30	160	160	31	80	80																36	85	32	135	39	9							418	309	269	307	6	417	26	22	3			2	7						
S­¬ng Tinh Thiªn Tinh B¨ng Tinh thñ 	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	10	0	30	140	140	31	80	80																36	90	32	110	39	9							2	349	270	313	6	268	26	22	4			2	7						
S­¬ng Tinh Phong B¹o chØ hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	10	0																						36	80	39	9									129	130					26	22	5			2	7						
L«i Khung Hµn Tung B¨ng B¹ch quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	4	99999	10	0	30	315	315	31	85	85																36	95	32	110	39	9							418	304	152	313	6	272	27	23	1			2	7						
L«i Khung Thiªn §Þa Hé phï 	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	3	99999	10	0																						36	99	39	9									4	95	26	107	322	278	27	23	2			2	7						
L«i Khung Phong L«i Thanh CÈm ®¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ Hoµng Kim	1	99999	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418	309	274	424	6	417	27	23	3			2	7						
L«i Khung Linh Ngäc UÈn L«i	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	Trang bÞ Hoµng Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							759	88	718	309	350	275	27	23	4			2	7						
L«i Khung Cöu Thiªn DÉn L«i giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	0	99999	10	0																						36	80	39	9									129	130					27	23	5			2	7						
Vô ¶o B¾c Minh §¹o qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	0	99999	10	0	30	315	315	31	85	85																36	95	32	110	39	9							4	271	351	313	6	352	28					2	7						
Vô ¶o Ki B¸n phï chó 	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	0	99999	10	0	31	60	60																			36	120	39	9									2	313	718	107	276	169	28					2	7						
Vô ¶o Thóc T©m chØ hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ Hoµng Kim	3	99999	10	0																						36	80	39	9									129	130					28					2	7						
Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	1	99999	10	0																						36	90	39	9									418	309	353	307	6	417	28					2	7						
Vô ¶o Tung Phong TuyÕt ¶nh ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	2	99999	10	0	30	140	140	31	80	80																36	85	32	110	39	9							418	354	320	88	6	423	28					2	7						
V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											1762	130					29												
V« Danh Giíi ChØ 	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											1762	130					29												
§éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	99999	10	0	31	60	60																			36	85											53	6	301	2	11	100	30												
§éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ Hoµng Kim	4	99999	10	0	31	60	60																			36	80											65	6	298	2	11	100	30												
§éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	0	99999	10	0	31	60	60																			36	85											53	6	301	2	11	100	30												
§éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	99999	10	0	31	60	60																			36	85											65	6	298	2	11	100	30												
§Þnh NghiÖp §Çu qu¸n	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	Trang bÞ Hoµng Kim	0	99999	10	0	30	310	310	31	60	60																36	90																	31												
§Þnh NghiÖp ChiÕn bµo	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Trang bÞ Hoµng Kim	4	99999	10	0	30	630	630	31	60	60																36	90																	31												
§Þnh NghiÖp Yªu ®¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	3	99999	10	0	30	140	140	31	60	60																36	90																	31												
§Þnh NghiÖp Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	1	99999	10	0	30	115	115	31	60	60																36	90																	31												
§Þnh NghiÖp ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	2	99999	10	0	30	140	140	31	60	60																36	90																	31												
§Þnh NghiÖp Ban chØ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	10	0	31	60	60																			36	90																	31												
§Þnh Quèc §Çu qu¸n	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Trang bÞ Hoµng Kim	0	99999	10	0	30	350	350	31	60	60																36	99																	32												
§Þnh Quèc ChiÕn bµo	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	Trang bÞ Hoµng Kim	4	99999	10	0	30	720	720	31	60	60																36	99																	32												
§Þnh Quèc Yªu c« 	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	3	99999	10	0	30	160	160	31	60	60																36	99																	32												
§Þnh Quèc Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	1	99999	10	0	30	135	135	31	60	60																36	99																	32												
§Þnh Quèc ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	2	99999	10	0	30	160	160	31	60	60																36	99																	32												
§Þnh Quèc Ban chØ 	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	10	0	31	60	60																			36	99																	32												
§Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ Hoµng Kim	0	99999	8	0	30	630	630	31	80	80																36	85											306	2					33												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	99999	9	0	30	260	260	31	70	70																36	75											1	307					33												
§Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	99999	8	0	30	140	140	31	70	70																36	80											308	2					33												
§Þnh Quèc Tö §»ng Hé uyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	8	0	30	111	111	31	60	60																36	75											1	309					33												
§Þnh Quèc Ng©n Tµm Yªu ®¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	8	0	30	140	140	31	60	60																36	75											1	28					33												
An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	99999	10	0																						36	85											310						34												
An Bang Cóc Hoa Th¹ch ChØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	8	0																						36	80											6	312					34												
An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	1	99999	8	0																						36	75											6	313					34												
An Bang Kª HuyÕt Th¹ch Giíi ChØ 	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	99999	8	0																						36	80											6	311					34												
Thiªn Hoµng Long Long §µi	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	2	99999	6	0	30	315	315	31	75	75																36	60											2	316					35												
Thiªn Hoµng Long B¹ch Long Tøc	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	Trang bÞ Hoµng Kim	0	99999	6	0	30	630	630	31	80	80																36	60											2	316					35												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	99999	6	0																						36	60											6	316					35												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	6	0																						36	60											6	316					35												
Thiªn Hoµng Long Ngäc Tiªu Diªu	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	6	0	30	140	140	31	70	70																36	60											2	316					35												
Thiªn Hoµng Long Hoµng Kim L©n	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	6	0	30	111	111	31	70	70																36	60											2	316					35												
Thiªn Hoµng Long Bµn Long c«i	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ Hoµng Kim	0	99999	6	0																						36	60											6	316					35												
Thiªn Hoµng Long Long Khèc Thiªn Lý 	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ Hoµng Kim	4	99999	6	0	30	140	140	31	75	75																36	60											2	316	364				35												
Thiªn Hoµng Long Né Long §ång	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	6	0																						36	60											6	316					35												
Kim Phong Thanh D­¬ng Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	99999	5	0	30	315	315	31	75	75																36	40											2	358	6				36												
Kim Phong Kú L©n HuyÕt	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	Trang bÞ Hoµng Kim	0	99999	5	0	30	630	630	31	80	80																36	40											2	37	6				36												
Kim Phong Tr¹c Liªn Quang	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	99999	5	0																						36	30											366	355	368				36												
Kim Phong C«ng CÈn Tam Th¸n	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	5	0																						36	40											367	318	368				36												
Kim Phong §o¹t Hån Ngäc ®¸i	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	5	0	30	140	140	31	70	70																36	50											314	365	363				36												
Kim Phong HËu NghÖ dÉn cung	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	5	0	30	111	111	31	70	70																36	50											314	359	363				36												
Kim Phong Lan §×nh Ngäc	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ Hoµng Kim	0	99999	5	0																						36	40											367	361	368				36												
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	99999	5	0	30	140	140	31	75	75																36	30											2	360	364				36												
Kim Phong §ång T­íc Xu©n Th©m	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	5	0																						36	60											367	356	368				36												
HiÖp Cèt ThiÕt HuyÕt Sam	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ Hoµng Kim	2	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			2	306					37												
HiÖp Cèt §a T×nh Hoµn	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	Trang bÞ Hoµng Kim	2	99999	5	0																						36	35	38	0									6	26	2				37												
HiÖp Cèt §an T©m Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	0	99999	5	0																						36	45	38	0									55						37												
HiÖp Cèt T×nh ý KÕt	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	Trang bÞ Hoµng Kim	4	99999	5	0																						36	50	38	0									3	84	366				37												
Nhu T×nh C©n Quèc Nghª Th­êng	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	Trang bÞ Hoµng Kim	0	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			2	91	130				38												
Nhu T×nh Thôc N÷ H¹ng Liªn	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	0	99999	5	0																						36	35	38	1									6	34					38												
Nhu T×nh  Phông Nghi Giíi ChØ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	4	99999	5	0																						36	45	38	1									63						38												
Nhu T×nh  TuÖ T©m Ngäc Béi	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ Hoµng Kim	3	99999	5	0																						36	50	38	1									1	95					38												
Kim Quang TrÝch Tinh Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	3	99999	10	0	30	250	250	31	30	30																36	60	32	165	33	65							398	378	399	400	401	402	39												
Kim Quang §­êng Nghª Gi¸p	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	Trang bÞ Hoµng Kim	2	99999	10	0	30	630	630	31	93	93																36	60	32	260									403	388	404	405	406		39												
Kim Quang Lôc PhØ Thóy Hé Th©n Phï	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ Hoµng Kim	2	99999	10	0																						36	60											373	374	375	376			39												
Kim Quang B¾c Kinh Chi Méng	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ Hoµng Kim	3	99999	10	0																						36	60											129	130					39												
Kim Quang B¹ch Kim Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	2	99999	10	0	30	140	140	31	15	15																36	60	32	164									407	388	399	405	408	413	39												
Kim Quang Thiªn Tµm Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	10	0	30	111	111	31	20	20																36	60	32	100									409	378	399	400	410		39												
Kim Quang Ngò S¾c Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	Trang bÞ Hoµng Kim	3	99999	5	0																						36	27											429	385	430				39												
Kim Quang Thiªn Tµm Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	2	99999	10	0	30	140	140	31	20	20																36	62	32	164									411	388	404	405	412		39												
Kim Quang Nh· §iÓn Chi Hån	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	10	0																						36	60											129	130					39												
Kim Quang B«n L«i Toµn Long Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ Hoµng Kim	2	99999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	1					392	393	394	395	396	397	39												
Hång ¶nh ThÈm Viªn UyÓn	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	B¶o vËt næi tiÕng thêi Tèng	1	99999	10	0																						36	0											415	414					40												
Hång ¶nh KiÕm Bµi	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miÕng lÖnh bµi mËt s¸t Nh¹c Phi ngµy tr­íc	2	99999	10	0																						36	0											314	414	6				40												
Hång ¶nh Môc Tóc	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	"VËt phÈm nhiÖm vô, bªn trong Èn chøa nhiÒu bÝ mËt"	4	99999	10	0																						36	0											314	414	6				40												
Hång ¶nh Tô Chiªu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Mét vËt phÈm ®­îc chÕ t¹o theo vµo nh÷ng truyÒn thuyÕt thÇn bÝ	3	99999	10	0																						36	0											314	414	6				40												
TuÖ Thanh	0	3	0	\spr\item\equip\ring\obj-ring04.spr	37	1	1	"TuÖ thanh diÖu gi¶i minh thiÒn t©m, khø lai v« ý tïy l­u v©n."	2	99999	6	0																						38	1											429	130	430				41												
Duyªn Qu©n	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	"Thñ thø hoa tïng l·n håi cè, b¸n duyªn tu ®¹o b¸n duyªn qu©n."	2	99999	9	0																						38	0											429	130	430				41												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	99999	10	0																						36	85											310	433					34												
