Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID
[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	3									129	129	130	130	747	739	748	740	742	750			14	883	882					2	7						
[Thiªn Tø] Chó Ph­îc Xuyªn T©m §éc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	3							418	418	309	309	161	161	312	312	421	421	423	423	14							2	7						
[Thiªn Tø] Chó Ph­îc Thùc Cèt Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	31	60	60																			36	120	39	3									2	616	312	596	718	8	416	541	817	817	799	799	14							2	7						
[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	Trang bÞ B¹ch Kim	0	99999	10	0	28	44	44	29	100	100	167	-20	-20	31	99	99										36	120	32	90	33	110	39	2					2	617	44	44	46	592	69	593	113	595	471	471	15	766	767	13	1			2	7						
[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	Trang bÞ B¹ch Kim	4	99999	10	0	30	720	720	31	90	90																36	120	32	110	33	165	39	2					418	694	338	338	306	695	307	637	6	609	696	696	15	846	857	13	2			2	7						
[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ B¹ch Kim	3	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	4	309	639	661	661	307	637	6	609	423	642	15	781	813	13	3			2	7						
[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			15	879	878	13	4			2	7						
[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					616	759	320	588	762	762	311	598	818	818	800	800	15	901	913	13	5			2	7						
[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Trang bÞ B¹ch Kim	0	99999	10	0	28	46	46	29	102	102	167	0	0	31	99	99										36	120	32	65	33	230	39	2					8	611	43	43	48	592	71	594	113	595	471	471	16	766	767	14	1			2	7						
[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	4	99999	10	0																						36	120			39	2							2	616	317	307	661	661	107	107	8	697	698	698	16	848	859	14	2			2	7						
[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	3	99999	10	0	30	111	111	31	80	80																36	120	32	90	33	110	39	2					2	616	309	639	662	662	307	637	6	609	425	643	16	782	815	14	3			2	7						
[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					616	759	320	588	762	762	311	598	339	339	801	801	16	902	915	14	4			2	7						
[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	2	99999	10	0																						36	120			39	2							129	129	130	130	747	739	748	740	742	750			16	881	880	14	5			2	7						
[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Trang bÞ B¹ch Kim	0	99999	10	0	28	42	42	29	98	98	167	0	0	31	99	99										36	120	32	90	33	110	39	2					4	618	43	43	48	592	71	594	113	595	471	471	17	766	767	15	1			2	7						
[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	0	2	6	\spr\item\equip\armor\obj-ma-cloth20-1.spr	22	2	3	Trang bÞ B¹ch Kim	4	99999	10	0	30	720	720	31	90	90																36	120	32	110	33	165	39	2					759	784	306	695	718	8	311	598	819	819	802	802	17	903	914	15	2			2	7						
[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Trang bÞ B¹ch Kim	3	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	4	309	639	663	663	307	637	6	609	423	642	17	783	814	15	3			2	7						
[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			17	883	882	15	4			2	7						
[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	694	340	340	320	588	307	637	6	609	698	698	17	849	858	15	5			2	7						
[Thiªn Tø] §Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ B¹ch Kim	4	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	2							418	418	341	341	437	437	307	307	6	6	224	224	18							2	7						
[Thiªn Tø] §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ B¹ch Kim	3	99999	10	0																						36	120	39	2									1	1	222	222	221	221	95	95	8	8	107	107	18							2	7						
[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			18	885	884					2	7						
[Thiªn Tø] §Þa Ph¸ch KhÊu T©m Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	2							418	418	309	309	223	223	307	307	6	6	423	423	18							2	7						
[Thiªn Tø] §Þa Ph¸ch Phong Hµn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	0	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	2							616	759	312	596	718	8	420	640	820	820	16	827	18							2	7						
[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	120	39	6									2	616	307	637	769	769	420	640	342	342	803	803	19	901	925	16	1			2	7						
[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	1	99999	10	0	30	500	500	31	80	80																36	120	32	110	39	6							585	423	438	88	5	608	39	584	630	631	515	515	19	772	804	16	2			2	7						
[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	6							2	616	312	596	664	664	309	639	6	609	420	640	19	793	825	16	3			2	7						
[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ B¹ch Kim	0	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	6							2	616	304	304	699	699	151	631	8	611	472	472	19	846	869	16	4			2	7						
[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	4	99999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			19	879	878	16	5			2	7						
[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Trang bÞ B¹ch Kim	2	99999	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	120	32	180	39	6							46	592	69	593	113	595	73	73	42	42	472	472	20	766	767	17	1			2	7						
[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	99999	10	0	30	500	500	31	80	80																36	120	32	110	39	6							759	784	306	695	718	8	307	637	821	821	804	804	20	902	924	17	2			2	7						
[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	6							2	616	309	639	665	665	312	596	6	609	343	343	20	792	824	17	3			2	7						
[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	6							2	617	423	642	700	700	312	596	6	609	420	640	20	848	868	17	4			2	7						
[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			20	881	880	17	5			2	7						
[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Trang bÞ B¹ch Kim	2	99999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	120	32	165	33	165	39	7					46	592	69	593	51	625	73	73	43	43	473	473	21	766	767	18	1			2	7						
[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ B¹ch Kim	0	99999	10	0	30	720	720	31	90	90																36	120	32	210	39	7							4	701	306	695	423	642	419	638	421	702	703	703	21	846	866	18	2			2	7						
[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ B¹ch Kim	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	7							418	4	309	639	417	31	312	596	6	609	344	344	21	790	822	18	3			2	7						
[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							719	4	307	637	769	769	420	640	822	822	805	805	21	901	922	18	4			2	7						
[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			21	879	878	18	5			2	7						
[Thiªn Tø] Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	2	346	346	257	257	312	312	6	6	166	166	22							2	7						
[Thiªn Tø] Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ B¹ch Kim	4	99999	10	0	31	60	60																			36	120	39	7									1	1	60	60	62	62	95	95	87	87	107	107	22							2	7						
[Thiªn Tø] Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	2	309	639	254	254	312	596	6	6	420	420	22							2	7						
[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ B¹ch Kim	1	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	7							129	129	130	130	747	739	748	740	744	752			22	881	880					2	7						
[Thiªn Tø] Ma Hoµng Dung Kim §o¹n NhËt Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	4	99999	10	0	31	80	80																			36	120	39	7									2	616	312	596	718	8	420	640	823	823	806	806	22							2	7						
[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	616	345	345	423	642	307	637	6	609	704	704	23	848	867	19	1			2	7						
[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	88	419	769	769	420	640	150	607	423	642	23	902	923	19	2			2	7						
[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ B¹ch Kim	2	99999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			23	883	882	19	3			2	7						
[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ B¹ch Kim	0	99999	10	0																						36	120	39	7									2	616	309	639	666	666	311	598	6	609	420	640	23	791	823	19	4			2	7						
[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	320	588	521	521	312	596	630	631	522	522	23	773	805	19	5			2	7						
[Thiªn Tø] L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ B¹ch Kim	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	80	39	8							2	616	152	634	6	609	311	598	423	31	474	474	24	774	806	20	1			2	7						
[Thiªn Tø] L¨ng Nh¹c V« Ng· Thóc §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							763	763	307	637	718	8	420	640	824	824	152	627	24	905	927	20	2			2	7						
[Thiªn Tø] L¨ng Nh¹c Né L«i Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	8									2	616	309	639	667	667	313	597	6	609	417	31	24	795	827	20	3			2	7						
[Thiªn Tø] L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	2	99999	10	0																						36	120	39	8									2	616	347	347	524	524	313	597	715	716	526	526	24	847	871	20	4			2	7						
[Thiªn Tø] L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	0	99999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			24	879	878	20	5			2	7						
[Thiªn Tø] CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ B¹ch Kim	2	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	135	39	8							46	592	69	593	51	601	73	73	43	43	474	474	25	766	767	21	1			2	7						
[Thiªn Tø] CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	120	39	8									2	616	710	92	62	705	95	96	89	706	107	107	25	850	870	21	2			2	7						
[Thiªn Tø] CËp Phong HuyÒn Ti Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ B¹ch Kim	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2	616	309	639	668	668	307	637	421	8	425	643	25	794	826	21	3			2	7						
[Thiªn Tø] CËp Phong Thóy Ngäc HuyÒn Hoµng UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							770	770	307	637	718	8	420	640	348	348	807	807	25	906	926	21	4			2	7						
[Thiªn Tø] CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			25	881	880	21	5			2	7						
[Thiªn Tø] S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ B¹ch Kim	2	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	9							113	595	69	593	46	592	73	73	43	43	476	476	26	766	767	22	1			2	7						
[Thiªn Tø] S­¬ng Tinh L­u Tinh C¶n NguyÖt KhÊu	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	31	60	60																			36	120	39	9									759	784	311	598	718	8	309	639	825	825	808	808	26	901	929	22	2			2	7						
[Thiªn Tø] S­¬ng Tinh Thanh Phong Lò §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	9							418	4	309	639	669	669	307	637	6	609	417	31	26	797	829	22	3			2	7						
[Thiªn Tø] S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							2	616	349	349	707	707	313	597	6	609	708	708	26	846	873	22	4			2	7						
[Thiªn Tø] S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			26	879	878	22	5			2	7						
[Thiªn Tø] L«i Khung Hµn Tïng B¨ng B¹ch Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	4	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							418	618	304	304	152	627	313	597	6	610	623	623	27	774	806	23	1			2	7						
[Thiªn Tø] L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	3	99999	10	0																						36	120	39	9									4	701	95	96	26	709	107	107	322	313	528	528	27	848	872	23	2			2	7						
[Thiªn Tø] L«i Khung Phong L«i Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	4	309	639	670	670	424	646	6	609	417	31	27	796	828	23	3			2	7						
[Thiªn Tø] L«i Khung Linh Ngäc UÈn L«i	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							759	784	88	419	718	8	309	639	350	350	809	809	27	902	928	23	4			2	7						
[Thiªn Tø] L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	0	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			27	881	880	23	5			2	7						
[Thiªn Tø] Vô ¶o B¾c Minh §¹o Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	0	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							4	4	271	271	351	351	313	313	6	6	352	352	28							2	7						
[Thiªn Tø] Vô ¶o Th¸i Uyªn Ch©n Vò Liªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	120	39	9									2	616	313	597	718	8	107		826	826	810	810	28							2	7						
[Thiªn Tø] Vô ¶o Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ B¹ch Kim	3	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			28	883	882					2	7						
[Thiªn Tø] Vô ¶o Thanh Anh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	99999	10	0																						36	120	39	9									418	418	309	309	353	353	307	307	6	6	417	417	28							2	7						
[Thiªn Tø] Vô ¶o Tïng Phong L«i ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	418	354	354	320	320	88	88	6	6	423	423	28							2	7						
V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											129		130										29														
V« Danh Giíi ChØ 	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											129		130										29														
§éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	99999	10	0	31	60	60																			36	85											53		6		301		2		11		100		30														
§éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	99999	10	0	31	60	60																			36	80											65		6		298		2		11		100		30														
§éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	85											53		6		301		2		11		100		30														
§éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	99999	10	0	31	60	60																			36	85											65		6		298		2		11		100		30														
§Þnh NghiÖp §Çu qu¸n	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	99999	10	0	30	310	310	31	60	60																36	90																							31														
§Þnh NghiÖp ChiÕn bµo	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Trang bÞ B¹ch Kim	4	99999	10	0	30	630	630	31	60	60																36	90																							31														
