Name	Prop quality	Item ID	Type of props	specific category	Detail	Platinum level	Level	Magic attribute ID1	Param1	Magic 1 starting value 1	Magic 1 end value 1	Magic 1 is worth 1	Magic 1 starting value 2	Magic 1 end value 2	Magic 1 is worth 2	Magic 1 starting value 3	Magic 1 end value 3	Magic 1 is worth 3	Magic 1 starting value 4	Magic 1 end value 4	Magic 1 is worth 4	Magic 1 starting value 5	Magic 1 end value 5	Magic 1 is worth 5	Magic attribute ID2	Param2	Magic 2 starting value 1	Magic 2 end value 1	Magic 2 is worth 1	Magic 2 starting value 2	Magic 2 end value 2	Magic 2 is worth 2	Magic 2 starting value 3	Magic 2 end value 3	Magic 2 is worth 3	Magic 2 starting value 4	Magic 2 end value 4	Magic 2 is worth 4	Magic 2 starting value 5	Magic 2 end value 5	Magic 2 is worth 5	Magic attribute ID3	Param3	Magic 3 starting value 1	Magic 3 end value 1	Magic 3 is worth 1	Magic 3 starting value 2	Magic 3 end value 2	Magic 3 is worth 2	Magic 3 starting value 3	Magic 3 end value 3	Magic 3 is worth 3	Magic 3 starting value 4	Magic 3 end value 4	Magic 3 is worth 4	Magic 3 starting value 5	Magic 3 end value 5	Magic 3 is worth 5	Magic attribute ID4	Param4	Magic 4 starting value 1	Magic 4 end value 1	Magic 4 is worth 1	Magic 4 starting value 2	Magic 4 end value 2	Magic 4 is worth 2	Magic 4 starting value 3	Magic 43 end value 3	Magic 4 is worth 3	Magic 4 starting value 4	Magic 4 end value 4	Magic 4 is worth 4	Magic 4 starting value 5	Magic 4 end value 5	Magic 4 is worth 5	Tinh hån th¹ch	Tµi phó
BÝch H¶i Hång L¨ng Ba	1	54	-1	-1	-1	-1	10	113	-1	35	39	0	40	44	46	45	49	91	50	50	182	-1	-1	-1	139	109	1	1	0	2	2	46	3	3	137	-1	-1	-1	-1	-1	-1	120	-1	8	9	0	10	11	46	12	12	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.421.321	2.421.321
BÝch H¶i Khiªn TÕ ChØ hoµn	1	55	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
U Lung Kim Xµ Ph¸t ®¸i	1	56	-1	-1	-1	-1	10	116	-1	10	12	0	13	15	131	16	17	261	18	19	392	20	20	653	139	75	1	1	0	2	2	261	3	3	522	-1	-1	-1	-1	-1	-1	139	69	1	1	0	2	2	131	3	3	392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
U Lung XÝch YÕt MËt trang	1	57	-1	-1	-1	-1	10	139	353	1	1	0	2	2	94	3	3	236	-1	-1	-1	-1	-1	-1	139	62	1	1	0	2	2	94	3	3	189	-1	-1	-1	-1	-1	-1	113	-1	40	49	0	50	59	47	60	60	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1153846	1153846
U Lung Thanh Ng« TriÒn yªu	1	58	-1	-1	-1	-1	10	139	63	1	1	0	2	2	70	3	3	175	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	28	35	29	29	70	30	30	140	-1	-1	-1	110	-1	30	36	0	37	42	35	43	49	70	50	50	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4.314.135	4.314.135
U Lung Ng©n ThÒm Hé UyÓn	1	59	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
U Lung MÆc Thï NhuyÔn Lý 	1	60	-1	-1	-1	-1	10	111	-1	35	39	0	40	44	5	45	49	10	50	50	20	-1	-1	-1	139	73	1	1	0	2	2	5	3	3	15	-1	-1	-1	-1	-1	-1	101	-1	10	14	0	15	19	5	20	20	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9615	9615
Minh ¶o Tµ S¸t §éc NhËn	1	61	-1	-1	-1	-1	10	121	-1	30	34	0	35	39	9	40	44	18	45	49	28	50	50	46	123	-1	80	89	0	90	99	9	100	109	18	110	119	28	120	120	46	125	-1	20	22	0	23	24	9	25	27	18	28	29	28	30	30	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5769	5769
Minh ¶o U §éc ¸m Y	1	62	-1	-1	-1	-1	10	139	355	1	1	0	2	2	63	3	3	157	-1	-1	-1	-1	-1	-1	113	-1	40	44	0	45	49	31	50	50	94	-1	-1	-1	-1	-1	-1	104	-1	25	27	0	28	29	31	30	30	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.572.471	3.572.471
Minh ¶o §éc YÕt ChØ Hoµn	1	63	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
Minh ¶o Hñ Cèt Hé uyÓn	1	64	-1	-1	-1	-1	10	139	384	1	1	0	2	2	10	3	3	25	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	5	30	30	15	-1	-1	-1	-1	-1	-1	139	65	1	1	0	2	2	5	3	3	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46154	46154
Minh ¶o Song Hoµn Xµ Hµi	1	65	-1	-1	-1	-1	10	105	-1	0	29	-33	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
Chó Ph­îc Ph¸ gi¸p ®Çu hoµn	1	66	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	390	1	2	-50	3	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.562.364	2.562.364
Chó Ph­îc DiÖt L«i C¶nh Phï 	1	67	-1	-1	-1	-1	10	114	-1	16	19	0	20	23	323	24	24	970	-1	-1	-1	-1	-1	-1	104	-1	15	17	0	18	20	323	21	24	647	25	25	1293	-1	-1	-1	139	67	1	1	0	2	2	323	3	3	970	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
Chó Ph­îc U ¶o ChØ Hoµn	1	68	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
Chó Ph­îc Xuyªn T©m §éc UyÓn	1	69	-1	-1	-1	-1	10	105	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.672.985	2.672.985
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa	1	70	-1	-1	-1	-1	10	105	-1	0	29	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	64	1	2	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	70	1	2	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
B¨ng Hµn §¬n ChØ Phi §ao	1	71	-1	-1	-1	-1	10	115	-1	30	37	0	38	44	66	45	52	131	53	59	197	60	60	329	139	48	1	1	0	2	2	131	3	3	263	-1	-1	-1	-1	-1	-1	121	-1	30	39	0	40	49	66	50	50	197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9615	9615
B¨ng Hµn HuyÒn Y Thóc Gi¸p	1	72	-1	-1	-1	-1	10	139	339	1	1	0	2	2	62	3	3	154	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	31	30	30	92	-1	-1	-1	-1	-1	-1	113	-1	40	42	0	43	44	31	45	47	62	48	49	92	50	50	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1730769	1730769
B¨ng Hµn T©m TiÔn Yªu KhÊu	1	73	-1	-1	-1	-1	10	139	43	1	1	0	2	2	18	3	3	36	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	9	30	30	27	-1	-1	-1	-1	-1	-1	110	-1	30	36	0	37	43	9	44	49	18	50	50	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57692	57692
B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	1	74	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
B¨ng Hµn NguyÖt ¶nh Ngoa	1	75	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	111	-1	50	59	-55	0	49	-72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
Thiªn Quang Hoa Vò M¹n Thiªn	1	76	-1	-1	-1	-1	10	115	-1	25	27	0	28	31	13	32	35	25	36	39	38	40	40	63	139	48	1	1	0	2	2	25	3	3	50	-1	-1	-1	-1	-1	-1	121	-1	50	54	0	55	59	13	60	60	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115385	115385
Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï 	1	77	-1	-1	-1	-1	10	139	43	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	114	-1	16	18	0	19	21	33	22	23	67	24	24	133	-1	-1	-1	104	-1	25	27	0	28	29	33	30	30	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
Thiªn Quang S©m La Thóc §¸i	1	78	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5.827.878	5.827.878
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c	1	79	-1	-1	-1	-1	10	139	302	1	1	0	2	2	891	3	3	2227	-1	-1	-1	-1	-1	-1	139	58	1	1	0	2	2	891	3	3	1782	-1	-1	-1	-1	-1	-1	104	-1	20	22	0	23	24	445	25	25	1336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2500000	2500000
Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	1	80	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	346154	346154
S©m Hoang Phi Tinh §o¹t Hån	1	81	-1	-1	-1	-1	10	115	-1	25	28	0	29	31	17	32	35	33	36	39	50	40	40	83	139	48	1	1	0	2	2	33	3	3	67	-1	-1	-1	-1	-1	-1	121	-1	50	54	0	55	59	17	60	60	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
S©m Hoang KimTiÒn Liªn Hoµn Gi¸p	1	82	-1	-1	-1	-1	10	113	-1	0	44	-100	45	49	-46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
S©m Hoang Hån Gi¶o Yªu Thóc	1	83	-1	-1	-1	-1	10	106	-1	40	49	0	50	50	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	47	1	1	0	2	2	20	3	3	49	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	28	10	29	29	20	30	30	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4.314.135	4.314.135
S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	1	84	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
S©m Hoang Tinh VÉn Phi Lý 	1	85	-1	-1	-1	-1	10	139	342	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	111	-1	40	46	0	47	52	33	53	59	67	60	60	133	-1	-1	-1	139	45	1	1	0	2	2	33	2	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4.146.471	4.146.471
§Þa Ph¸ch Ngò hµnh Liªn Hoµn Qu¸n	1	86	-1	-1	-1	-1	10	139	351	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	33	30	30	100	-1	-1	-1	-1	-1	-1	139	349	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4.146.471	4.146.471
§Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	1	87	-1	-1	-1	-1	10	114	-1	16	17	0	18	19	31	20	21	62	22	23	92	24	24	154	139	303	1	1	0	2	2	62	3	3	123	-1	-1	-1	-1	-1	-1	139	347	1	1	0	2	2	62	3	3	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
§Þa Ph¸ch TÝch LÞch L«i Háa Giíi	1	88	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
§Þa Ph¸ch KhÊu T©m tr¹c	1	89	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4.314.135	4.314.135
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa	1	90	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
§ång Cõu Phi Long §Çu hoµn	1	91	-1	-1	-1	-1	10	105	-1	25	26	0	27	29	158	30	30	475	-1	-1	-1	-1	-1	-1	139	116	1	1	0	2	2	317	3	3	633	-1	-1	-1	-1	-1	-1	139	357	1	1	0	2	2	317	3	3	792	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3884615	3884615
§ång Cõu Gi¸ng Long C¸i Y	1	92	-1	-1	-1	-1	10	113	-1	35	39	0	40	44	175	45	49	350	50	50	701	-1	-1	-1	139	128	1	1	0	2	2	175	3	3	526	-1	-1	-1	-1	-1	-1	104	-1	20	24	0	25	29	175	30	30	526	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
§ång Cõu TiÒm Long Yªu §¸i	1	93	-1	-1	-1	-1	10	139	122	1	1	0	2	2	15	3	3	30	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	29	8	30	30	23	-1	-1	-1	-1	-1	-1	106	-1	40	44	0	45	49	8	50	50	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	961538	961538
§ång Cõu Kh¸ng Long Hé UyÓn	1	94	-1	-1	-1	-1	10	116	-1	20	24	0	25	29	73	30	34	145	35	39	218	40	40	363	139	274	1	1	0	2	2	145	3	3	291	-1	-1	-1	-1	-1	-1	170	-1	120	159	0	160	199	73	200	200	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15385	15385
§ång Cõu KiÕn Long Ban ChØ 	1	95	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
§Þch Kh¸i Lôc Ngäc Tr­îng	1	96	-1	-1	-1	-1	10	115	-1	20	24	0	25	29	362	30	34	724	35	39	1086	40	40	1810	123	-1	80	92	0	93	106	362	107	119	724	120	120	1448	-1	-1	-1	121	-1	30	39	0	40	49	362	50	50	1086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13462	13462
§Þch Kh¸i Cöu §¹i C¸i Y	1	97	-1	-1	-1	-1	10	113	-1	0	44	-57	45	49	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	0	29	-14	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
§Þch Kh¸i TriÒn M·ng yªu ®¸i	1	98	-1	-1	-1	-1	10	139	359	1	1	0	2	2	76	3	3	190	-1	-1	-1	-1	-1	-1	139	119	1	1	0	2	2	38	3	3	114	-1	-1	-1	-1	-1	-1	106	-1	40	43	0	44	46	38	47	49	76	50	50	152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1538462	1538462
§Þch Kh¸i CÈu TÝch B× Hé uyÓn	1	99	-1	-1	-1	-1	10	139	124	1	1	0	2	2	80	3	3	200	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	29	40	30	30	120	-1	-1	-1	-1	-1	-1	110	-1	30	45	0	46	50	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13462	13462
§Þch Kh¸i Th¶o Gian Th¹ch giíi	1	100	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
Ma S¸t Quû Cèc U Minh Th­¬ng	1	101	-1	-1	-1	-1	10	115	-1	25	28	0	29	32	96	33	36	192	37	39	288	40	40	479	139	150	1	1	0	2	2	192	3	3	383	-1	-1	-1	-1	-1	-1	123	-1	80	99	0	100	119	96	120	120	288	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3077	3077
Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p	1	102	-1	-1	-1	-1	10	113	-1	40	42	0	43	45	5	46	47	10	48	49	15	50	50	25	139	135	1	1	0	2	2	10	3	3	20	-1	-1	-1	-1	-1	-1	110	-1	30	39	0	40	49	5	50	50	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11538	11538
Ma S¸t XÝch Ký Táa Yªu KhÊu	1	103	-1	-1	-1	-1	10	139	361	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	28	33	29	29	67	30	30	133	-1	-1	-1	106	-1	40	44	0	45	49	33	50	50	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923077	1923077
Ma S¸t Cö Háa Liªu Thiªn uyÓn	1	104	-1	-1	-1	-1	10	139	361	1	1	0	2	2	23	3	3	58	-1	-1	-1	-1	-1	-1	139	141	1	1	0	2	2	23	3	3	46	-1	-1	-1	-1	-1	-1	105	-1	35	39	0	40	44	12	45	49	23	50	50	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1615385	1615385
Ma S¸t V©n Long Thæ Ch©u giíi	1	105	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
Ma Hoµng Kim Gi¸p Kh«i	1	106	-1	-1	-1	-1	10	139	391	1	1	0	2	2	17	3	3	33	-1	-1	-1	-1	-1	-1	139	140	1	1	0	2	2	17	3	3	33	-1	-1	-1	-1	-1	-1	139	364	1	1	0	2	2	17	3	3	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.377.621	1.377.621
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	1	107	-1	-1	-1	-1	10	114	-1	16	17	0	18	19	64	20	21	127	22	23	191	24	24	318	104	-1	15	19	0	20	24	64	25	25	191	-1	-1	-1	-1	-1	-1	103	-1	15	19	0	20	24	64	25	25	191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
Ma Hoµng Khª Cèc Thóc yªu ®¸i	1	108	-1	-1	-1	-1	10	105	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.354.135	2.354.135
Ma Hoµng HuyÕt Y Thó Tr¹c	1	109	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
