Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	2	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	3	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	4	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	5	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	6	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	7	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	8	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	9	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
Xİch Long C©u	0	10	9	\spr\item\equip\horse\horse014.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	10	0	111	100%	100%	93	1200	1200	233	700	700	150	700	700	241	10	10							36	130	46	1								
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
TuyÖt §Şa	0	10	10	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	1	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	2	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	3	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	4	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	5	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	6	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	7	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	8	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	9	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	\spr\item\equip\horse\horse017.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	5	500000	10	0	111	100%	100%	93	1200	1200	233	800	800	150	800	800	241	10	10	88	8	8				36	130	46	1								
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
§»ng Vô	0	10	12	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	13	\spr\item\equip\horse\horse019.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	1	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	2	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	3	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	4	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	5	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	6	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	7	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	8	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	9	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	5	500000	10	0	111	110%	110%	93	1000	1000	233	1000	1000	150	500	500	241	15	15							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	1	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	2	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	3	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	4	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	5	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	6	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	7	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	8	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	9	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	5	500000	10	0	111	100%	100%	93	800	800	233	800	800	150	500	500	241	10	10							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	\spr\item\equip\horse\horse033.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	\spr\item\equip\horse\horse033.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	\spr\item\equip\horse\horse033.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	\spr\item\equip\horse\horse033.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	\spr\item\equip\horse\horse033.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
